,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
344,Moonica Mac,0.626,0.214,6,-12.669,1,0.0321,0.769,1.44e-06,0.114,0.261,115.666,audio_features,7HMjYD6vVNaHpHPQGR2W63,spotify:track:7HMjYD6vVNaHpHPQGR2W63,https://api.spotify.com/v1/tracks/7HMjYD6vVNaHpHPQGR2W63,https://api.spotify.com/v1/audio-analysis/7HMjYD6vVNaHpHPQGR2W63,178387,3
345,Amy Macdonald,0.628,0.882,1,-5.024,0,0.0323,0.259,0.0,0.065,0.853,95.083,audio_features,2T3jgoAMbBXiMMD8pSc6QL,spotify:track:2T3jgoAMbBXiMMD8pSc6QL,https://api.spotify.com/v1/tracks/2T3jgoAMbBXiMMD8pSc6QL,https://api.spotify.com/v1/audio-analysis/2T3jgoAMbBXiMMD8pSc6QL,184413,4
346,Biffy Clyro,0.498,0.647,1,-7.631,1,0.0358,0.00427,9.87e-06,0.146,0.257,163.87,audio_features,1auUyL63z3sWnBhooTnz31,spotify:track:1auUyL63z3sWnBhooTnz31,https://api.spotify.com/v1/tracks/1auUyL63z3sWnBhooTnz31,https://api.spotify.com/v1/audio-analysis/1auUyL63z3sWnBhooTnz31,258573,4
347,Sherlock Holmes Investigation,0.692,0.957,10,-3.975,1,0.0742,0.362,0.0587,0.128,0.901,123.93,audio_features,6VPm9avGyEkMKJzxCsam6l,spotify:track:6VPm9avGyEkMKJzxCsam6l,https://api.spotify.com/v1/tracks/6VPm9avGyEkMKJzxCsam6l,https://api.spotify.com/v1/audio-analysis/6VPm9avGyEkMKJzxCsam6l,234681,4
348,Action Bronson,0.659,0.884,6,-3.71,0,0.283,0.539,0.0,0.26,0.826,93.367,audio_features,6FoyBTuvyX2YFw4QW1e6DK,spotify:track:6FoyBTuvyX2YFw4QW1e6DK,https://api.spotify.com/v1/tracks/6FoyBTuvyX2YFw4QW1e6DK,https://api.spotify.com/v1/audio-analysis/6FoyBTuvyX2YFw4QW1e6DK,108387,4
349,Jackson,0.512,0.937,4,-5.553,0,0.0516,0.0302,1.71e-05,0.388,0.921,75.744,audio_features,4lejh78L22W5MzjucRQ7it,spotify:track:4lejh78L22W5MzjucRQ7it,https://api.spotify.com/v1/tracks/4lejh78L22W5MzjucRQ7it,https://api.spotify.com/v1/audio-analysis/4lejh78L22W5MzjucRQ7it,162133,4
350,Emil Jensen,0.459,0.467,7,-7.995,1,0.0289,0.061,0.000173,0.247,0.524,98.242,audio_features,5B3UqpNMk2kwIKa9pDulXE,spotify:track:5B3UqpNMk2kwIKa9pDulXE,https://api.spotify.com/v1/tracks/5B3UqpNMk2kwIKa9pDulXE,https://api.spotify.com/v1/audio-analysis/5B3UqpNMk2kwIKa9pDulXE,237967,4
351,Us The Duo,0.761,0.311,5,-10.597,1,0.0692,0.647,0.0,0.15,0.553,109.891,audio_features,6huS9u0BDfeQHq0lObNLPl,spotify:track:6huS9u0BDfeQHq0lObNLPl,https://api.spotify.com/v1/tracks/6huS9u0BDfeQHq0lObNLPl,https://api.spotify.com/v1/audio-analysis/6huS9u0BDfeQHq0lObNLPl,200707,4
352,Iyaz,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,audio_features,4E5P1XyAFtrjpiIxkydly4,spotify:track:4E5P1XyAFtrjpiIxkydly4,https://api.spotify.com/v1/tracks/4E5P1XyAFtrjpiIxkydly4,https://api.spotify.com/v1/audio-analysis/4E5P1XyAFtrjpiIxkydly4,182307,4
353,Lil Baby,0.693,0.643,4,-5.867,0,0.0828,0.138,0.0,0.108,0.477,95.055,audio_features,2nWLhF2qBg3u8obgjfDrkp,spotify:track:2nWLhF2qBg3u8obgjfDrkp,https://api.spotify.com/v1/tracks/2nWLhF2qBg3u8obgjfDrkp,https://api.spotify.com/v1/audio-analysis/2nWLhF2qBg3u8obgjfDrkp,163450,4
354,Miike Snow,0.763,0.721,1,-6.767,0,0.0986,0.0117,7.69e-06,0.0752,0.657,118.049,audio_features,4XTTwW06rMgud7yS1nySZf,spotify:track:4XTTwW06rMgud7yS1nySZf,https://api.spotify.com/v1/tracks/4XTTwW06rMgud7yS1nySZf,https://api.spotify.com/v1/audio-analysis/4XTTwW06rMgud7yS1nySZf,263880,4
355,Blå Tåget,0.479,0.468,10,-10.303,1,0.0406,0.593,0.00371,0.121,0.571,98.729,audio_features,6H7I7KeoWApFvXV79oWMJu,spotify:track:6H7I7KeoWApFvXV79oWMJu,https://api.spotify.com/v1/tracks/6H7I7KeoWApFvXV79oWMJu,https://api.spotify.com/v1/audio-analysis/6H7I7KeoWApFvXV79oWMJu,266920,4
356,Lisa Nilsson,0.55,0.23,7,-12.592,0,0.031,0.927,0.0,0.125,0.259,103.846,audio_features,1skhM0OBR7YCtT7FOgoJQL,spotify:track:1skhM0OBR7YCtT7FOgoJQL,https://api.spotify.com/v1/tracks/1skhM0OBR7YCtT7FOgoJQL,https://api.spotify.com/v1/audio-analysis/1skhM0OBR7YCtT7FOgoJQL,219840,3
357,Robin Schulz,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,audio_features,1HFfMOxCAT4GAwaPfCdmUs,spotify:track:1HFfMOxCAT4GAwaPfCdmUs,https://api.spotify.com/v1/tracks/1HFfMOxCAT4GAwaPfCdmUs,https://api.spotify.com/v1/audio-analysis/1HFfMOxCAT4GAwaPfCdmUs,208133,4
358,Jill Scott,0.774,0.571,10,-6.162,0,0.114,0.257,0.0,0.0719,0.593,99.994,audio_features,28EL5veTZtx38TqxIZwFyQ,spotify:track:28EL5veTZtx38TqxIZwFyQ,https://api.spotify.com/v1/tracks/28EL5veTZtx38TqxIZwFyQ,https://api.spotify.com/v1/audio-analysis/28EL5veTZtx38TqxIZwFyQ,231560,4
359,Kendrick Lamar,0.79,0.67,1,-5.527,1,0.105,0.377,2.32e-06,0.119,0.408,139.956,audio_features,0fX4oNGBWO3dSGUZcVdVV2,spotify:track:0fX4oNGBWO3dSGUZcVdVV2,https://api.spotify.com/v1/tracks/0fX4oNGBWO3dSGUZcVdVV2,https://api.spotify.com/v1/audio-analysis/0fX4oNGBWO3dSGUZcVdVV2,195950,4
360,Mark Ronson,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,audio_features,32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667,4
361,Razorlight,0.447,0.568,2,-4.975,1,0.0305,0.295,3.26e-06,0.355,0.149,90.933,audio_features,6bS7DqTuzrpkluB7boWmw2,spotify:track:6bS7DqTuzrpkluB7boWmw2,https://api.spotify.com/v1/tracks/6bS7DqTuzrpkluB7boWmw2,https://api.spotify.com/v1/audio-analysis/6bS7DqTuzrpkluB7boWmw2,249760,4
362,Maja Ivarsson,0.738,0.644,9,-5.992,1,0.0296,0.00442,6.97e-06,0.0896,0.299,108.771,audio_features,1glsIOoCI4dCqNehRzs70Y,spotify:track:1glsIOoCI4dCqNehRzs70Y,https://api.spotify.com/v1/tracks/1glsIOoCI4dCqNehRzs70Y,https://api.spotify.com/v1/audio-analysis/1glsIOoCI4dCqNehRzs70Y,243747,4
363,Counting Crows,0.578,0.817,0,-6.542,1,0.0363,0.183,3.06e-06,0.285,0.726,141.621,audio_features,5DiXcVovI0FcY2s0icWWUu,spotify:track:5DiXcVovI0FcY2s0icWWUu,https://api.spotify.com/v1/tracks/5DiXcVovI0FcY2s0icWWUu,https://api.spotify.com/v1/audio-analysis/5DiXcVovI0FcY2s0icWWUu,272293,4
364,Brett Dennen,0.615,0.358,5,-9.694,1,0.0552,0.705,0.0,0.113,0.432,146.06,audio_features,2gJ3ZOaiWr3jGHwevufOxr,spotify:track:2gJ3ZOaiWr3jGHwevufOxr,https://api.spotify.com/v1/tracks/2gJ3ZOaiWr3jGHwevufOxr,https://api.spotify.com/v1/audio-analysis/2gJ3ZOaiWr3jGHwevufOxr,220307,4
365,The Boxer Rebellion,0.451,0.751,5,-5.967,1,0.0586,0.155,0.104,0.178,0.434,170.023,audio_features,7a6D9wPtTDFZs8gvVY7b6t,spotify:track:7a6D9wPtTDFZs8gvVY7b6t,https://api.spotify.com/v1/tracks/7a6D9wPtTDFZs8gvVY7b6t,https://api.spotify.com/v1/audio-analysis/7a6D9wPtTDFZs8gvVY7b6t,242773,4
366,Jessie Ware,0.387,0.413,7,-8.95,1,0.0559,0.162,1.56e-05,0.262,0.249,173.73,audio_features,7fex2V7RzWl9nCKyILjibB,spotify:track:7fex2V7RzWl9nCKyILjibB,https://api.spotify.com/v1/tracks/7fex2V7RzWl9nCKyILjibB,https://api.spotify.com/v1/audio-analysis/7fex2V7RzWl9nCKyILjibB,257484,3
367,Les Big Byrd,0.593,0.89,9,-5.678,1,0.0383,0.0104,0.0424,0.133,0.308,129.962,audio_features,73YrB4DsfOSINHxYAD5w8F,spotify:track:73YrB4DsfOSINHxYAD5w8F,https://api.spotify.com/v1/tracks/73YrB4DsfOSINHxYAD5w8F,https://api.spotify.com/v1/audio-analysis/73YrB4DsfOSINHxYAD5w8F,342970,4
368,Max Frost,0.674,0.416,10,-10.716,0,0.113,0.0932,6.63e-06,0.149,0.557,80.999,audio_features,6pp1SjRevtAEdYaBCK31CA,spotify:track:6pp1SjRevtAEdYaBCK31CA,https://api.spotify.com/v1/tracks/6pp1SjRevtAEdYaBCK31CA,https://api.spotify.com/v1/audio-analysis/6pp1SjRevtAEdYaBCK31CA,183779,4
369,Amason,0.516,0.229,1,-18.737,1,0.0667,0.811,0.0589,0.108,0.158,84.501,audio_features,2gq4pIYm84pNXjjApuYvPY,spotify:track:2gq4pIYm84pNXjjApuYvPY,https://api.spotify.com/v1/tracks/2gq4pIYm84pNXjjApuYvPY,https://api.spotify.com/v1/audio-analysis/2gq4pIYm84pNXjjApuYvPY,230440,4
370,Norlie & KKV,0.689,0.753,1,-4.433,1,0.0396,0.0282,0.0,0.144,0.717,114.004,audio_features,25V8NDi9if73rYvHwDKKw5,spotify:track:25V8NDi9if73rYvHwDKKw5,https://api.spotify.com/v1/tracks/25V8NDi9if73rYvHwDKKw5,https://api.spotify.com/v1/audio-analysis/25V8NDi9if73rYvHwDKKw5,189800,4
371,ALVA,0.731,0.752,11,-7.333,1,0.367,0.113,0.0,0.206,0.765,91.319,audio_features,1q1AzrEfcCtuiDzHVEKpBE,spotify:track:1q1AzrEfcCtuiDzHVEKpBE,https://api.spotify.com/v1/tracks/1q1AzrEfcCtuiDzHVEKpBE,https://api.spotify.com/v1/audio-analysis/1q1AzrEfcCtuiDzHVEKpBE,176077,4
372,Christopher Cross,0.669,0.707,0,-13.66,0,0.0478,0.347,0.000716,0.0997,0.806,124.335,audio_features,7gUMShP1l20tC0xf17Zplk,spotify:track:7gUMShP1l20tC0xf17Zplk,https://api.spotify.com/v1/tracks/7gUMShP1l20tC0xf17Zplk,https://api.spotify.com/v1/audio-analysis/7gUMShP1l20tC0xf17Zplk,275507,4
373,Matthew And The Atlas,0.742,0.43,8,-11.482,1,0.0394,0.804,0.0172,0.1,0.713,123.877,audio_features,52VPecMGJQOxyWWWgnUvsI,spotify:track:52VPecMGJQOxyWWWgnUvsI,https://api.spotify.com/v1/tracks/52VPecMGJQOxyWWWgnUvsI,https://api.spotify.com/v1/audio-analysis/52VPecMGJQOxyWWWgnUvsI,206547,4
374,The National,0.52,0.436,0,-11.508,0,0.0355,0.865,0.0651,0.123,0.114,126.053,audio_features,50M7nY1oQuNHecs0ahWAtI,spotify:track:50M7nY1oQuNHecs0ahWAtI,https://api.spotify.com/v1/tracks/50M7nY1oQuNHecs0ahWAtI,https://api.spotify.com/v1/audio-analysis/50M7nY1oQuNHecs0ahWAtI,245240,4
375,Big Sean,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048,audio_features,33gwZOGJWEZ7dRWPqPxBEZ,spotify:track:33gwZOGJWEZ7dRWPqPxBEZ,https://api.spotify.com/v1/tracks/33gwZOGJWEZ7dRWPqPxBEZ,https://api.spotify.com/v1/audio-analysis/33gwZOGJWEZ7dRWPqPxBEZ,199758,4
376,Bishop Briggs,0.733,0.477,2,-6.737,0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,audio_features,3mRLHiSHYtC8Hk7bzZdUs1,spotify:track:3mRLHiSHYtC8Hk7bzZdUs1,https://api.spotify.com/v1/tracks/3mRLHiSHYtC8Hk7bzZdUs1,https://api.spotify.com/v1/audio-analysis/3mRLHiSHYtC8Hk7bzZdUs1,216133,4
377,The High Kings,0.742,0.717,0,-6.48,1,0.0622,0.724,0.0,0.199,0.968,126.081,audio_features,6zX3HwSuoQThrabeoHJvCs,spotify:track:6zX3HwSuoQThrabeoHJvCs,https://api.spotify.com/v1/tracks/6zX3HwSuoQThrabeoHJvCs,https://api.spotify.com/v1/audio-analysis/6zX3HwSuoQThrabeoHJvCs,180123,4
378,Linn Brikell,0.381,0.0699,0,-13.598,0,0.0359,0.976,0.0,0.0975,0.328,137.635,audio_features,3Ic2JqtC4KvqPSUvyK9OkE,spotify:track:3Ic2JqtC4KvqPSUvyK9OkE,https://api.spotify.com/v1/tracks/3Ic2JqtC4KvqPSUvyK9OkE,https://api.spotify.com/v1/audio-analysis/3Ic2JqtC4KvqPSUvyK9OkE,183131,3
379,Little May,0.662,0.384,6,-12.634,1,0.0281,0.775,0.0565,0.117,0.261,128.992,audio_features,23Zlb66N7xcIWbpt2C1bsi,spotify:track:23Zlb66N7xcIWbpt2C1bsi,https://api.spotify.com/v1/tracks/23Zlb66N7xcIWbpt2C1bsi,https://api.spotify.com/v1/audio-analysis/23Zlb66N7xcIWbpt2C1bsi,199360,4
380,Anderson,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,audio_features,02VBYrHfVwfEWXk5DXyf0T,spotify:track:02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/tracks/02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/audio-analysis/02VBYrHfVwfEWXk5DXyf0T,242096,4
381,Jack Johnson,0.871,0.346,5,-9.481,1,0.0522,0.298,9.24e-06,0.108,0.659,110.054,audio_features,2iXdwVdzA0KrI2Q0iZNJbX,spotify:track:2iXdwVdzA0KrI2Q0iZNJbX,https://api.spotify.com/v1/tracks/2iXdwVdzA0KrI2Q0iZNJbX,https://api.spotify.com/v1/audio-analysis/2iXdwVdzA0KrI2Q0iZNJbX,207680,4
382,Perssons Pack,0.454,0.926,10,-6.517,1,0.048,0.185,0.0,0.0893,0.55,155.687,audio_features,3TWsKfuu2QgnEg8a9T7SJS,spotify:track:3TWsKfuu2QgnEg8a9T7SJS,https://api.spotify.com/v1/tracks/3TWsKfuu2QgnEg8a9T7SJS,https://api.spotify.com/v1/audio-analysis/3TWsKfuu2QgnEg8a9T7SJS,248120,4
383,A Great Big World,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,audio_features,6Vc5wAMmXdKIAM7WUoEb7N,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N,https://api.spotify.com/v1/tracks/6Vc5wAMmXdKIAM7WUoEb7N,https://api.spotify.com/v1/audio-analysis/6Vc5wAMmXdKIAM7WUoEb7N,229400,3
384,Hjalmer,0.557,0.59,8,-7.114,1,0.0375,0.186,0.0,0.077,0.164,93.974,audio_features,2POOLkEGQC5JMEN6rtqDRa,spotify:track:2POOLkEGQC5JMEN6rtqDRa,https://api.spotify.com/v1/tracks/2POOLkEGQC5JMEN6rtqDRa,https://api.spotify.com/v1/audio-analysis/2POOLkEGQC5JMEN6rtqDRa,194993,4
385,Hogland,0.667,0.635,6,-5.924,1,0.0365,0.0534,0.0,0.0963,0.217,119.948,audio_features,1S7hEPenrIVKVTuEjtXKz9,spotify:track:1S7hEPenrIVKVTuEjtXKz9,https://api.spotify.com/v1/tracks/1S7hEPenrIVKVTuEjtXKz9,https://api.spotify.com/v1/audio-analysis/1S7hEPenrIVKVTuEjtXKz9,192089,4
386,Bruno Mars,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,audio_features,4lLtanYk6tkMvooU0tWzG8,spotify:track:4lLtanYk6tkMvooU0tWzG8,https://api.spotify.com/v1/tracks/4lLtanYk6tkMvooU0tWzG8,https://api.spotify.com/v1/audio-analysis/4lLtanYk6tkMvooU0tWzG8,222091,4
387,Gregory Alan Isakov,0.6,0.186,3,-15.926,1,0.0317,0.909,0.00102,0.104,0.468,110.044,audio_features,3Kj2EWpIBnvETsYq4cq0IH,spotify:track:3Kj2EWpIBnvETsYq4cq0IH,https://api.spotify.com/v1/tracks/3Kj2EWpIBnvETsYq4cq0IH,https://api.spotify.com/v1/audio-analysis/3Kj2EWpIBnvETsYq4cq0IH,217467,4
388,Olle Nyman,0.549,0.217,5,-12.028,1,0.0315,0.933,0.0352,0.0904,0.377,91.899,audio_features,1oWCCroziJSuztbJPlaJsC,spotify:track:1oWCCroziJSuztbJPlaJsC,https://api.spotify.com/v1/tracks/1oWCCroziJSuztbJPlaJsC,https://api.spotify.com/v1/audio-analysis/1oWCCroziJSuztbJPlaJsC,167680,4
389,Enya,0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,audio_features,6FLwmdmW77N1Pxb1aWsZmO,spotify:track:6FLwmdmW77N1Pxb1aWsZmO,https://api.spotify.com/v1/tracks/6FLwmdmW77N1Pxb1aWsZmO,https://api.spotify.com/v1/audio-analysis/6FLwmdmW77N1Pxb1aWsZmO,218547,4
390,In This Moment,0.604,0.883,11,-3.821,0,0.047,0.0254,0.0,0.0813,0.544,90.001,audio_features,2tAzcTFry1OhmNERFjUR93,spotify:track:2tAzcTFry1OhmNERFjUR93,https://api.spotify.com/v1/tracks/2tAzcTFry1OhmNERFjUR93,https://api.spotify.com/v1/audio-analysis/2tAzcTFry1OhmNERFjUR93,245533,4
391,Black Eyed Peas,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,audio_features,4kLLWz7srcuLKA7Et40PQR,spotify:track:4kLLWz7srcuLKA7Et40PQR,https://api.spotify.com/v1/tracks/4kLLWz7srcuLKA7Et40PQR,https://api.spotify.com/v1/audio-analysis/4kLLWz7srcuLKA7Et40PQR,289133,4
392,Fleetwood Mac,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800,4
393,Plàsi,0.685,0.3,7,-11.046,0,0.0324,0.877,0.564,0.101,0.615,149.111,audio_features,18iNTpD8inRf8iWDcDCFbH,spotify:track:18iNTpD8inRf8iWDcDCFbH,https://api.spotify.com/v1/tracks/18iNTpD8inRf8iWDcDCFbH,https://api.spotify.com/v1/audio-analysis/18iNTpD8inRf8iWDcDCFbH,192573,4
394,Paul Simon,0.776,0.763,5,-8.124,1,0.0534,0.182,0.00647,0.077,0.82,128.433,audio_features,0qxYx4F3vm1AOnfux6dDxP,spotify:track:0qxYx4F3vm1AOnfux6dDxP,https://api.spotify.com/v1/tracks/0qxYx4F3vm1AOnfux6dDxP,https://api.spotify.com/v1/audio-analysis/0qxYx4F3vm1AOnfux6dDxP,280000,4
395,Kina Grannis,0.266,0.0596,0,-18.515,1,0.0363,0.905,7.07e-05,0.132,0.143,181.74,audio_features,6lfxq3CG4xtTiEg7opyCyx,spotify:track:6lfxq3CG4xtTiEg7opyCyx,https://api.spotify.com/v1/tracks/6lfxq3CG4xtTiEg7opyCyx,https://api.spotify.com/v1/audio-analysis/6lfxq3CG4xtTiEg7opyCyx,201933,3
396,Sara Sangfelt,0.834,0.661,0,-6.677,1,0.0621,0.0777,3.38e-05,0.238,0.458,122.98,audio_features,4h2ohOfzR74qDhUmeYE2za,spotify:track:4h2ohOfzR74qDhUmeYE2za,https://api.spotify.com/v1/tracks/4h2ohOfzR74qDhUmeYE2za,https://api.spotify.com/v1/audio-analysis/4h2ohOfzR74qDhUmeYE2za,179756,4
397,Jess Glynne,0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,audio_features,5CLGzJsGqhCEECcpnFQA8x,spotify:track:5CLGzJsGqhCEECcpnFQA8x,https://api.spotify.com/v1/tracks/5CLGzJsGqhCEECcpnFQA8x,https://api.spotify.com/v1/audio-analysis/5CLGzJsGqhCEECcpnFQA8x,210773,4
398,Vargas & Lagola,0.332,0.371,0,-7.445,1,0.0273,0.129,0.0118,0.108,0.232,104.225,audio_features,3lCNZSLRgib8Lkw2XQsFqm,spotify:track:3lCNZSLRgib8Lkw2XQsFqm,https://api.spotify.com/v1/tracks/3lCNZSLRgib8Lkw2XQsFqm,https://api.spotify.com/v1/audio-analysis/3lCNZSLRgib8Lkw2XQsFqm,288597,4
399,Klara & Jag,0.847,0.598,9,-7.689,0,0.0468,0.372,0.00261,0.0981,0.382,120.003,audio_features,5ZZGRLU47Gkp8q5ERLTLP5,spotify:track:5ZZGRLU47Gkp8q5ERLTLP5,https://api.spotify.com/v1/tracks/5ZZGRLU47Gkp8q5ERLTLP5,https://api.spotify.com/v1/audio-analysis/5ZZGRLU47Gkp8q5ERLTLP5,219253,4
400,Carl Olander,0.819,0.555,4,-7.989,0,0.0316,0.22,0.00494,0.118,0.529,119.944,audio_features,2sm0MXdjFYRWZzefPtLQyA,spotify:track:2sm0MXdjFYRWZzefPtLQyA,https://api.spotify.com/v1/tracks/2sm0MXdjFYRWZzefPtLQyA,https://api.spotify.com/v1/audio-analysis/2sm0MXdjFYRWZzefPtLQyA,214000,4
401,Blanco White,0.573,0.406,3,-11.946,1,0.0361,0.653,0.475,0.123,0.376,130.021,audio_features,4R59wt5nnhYo88PIu3cUIt,spotify:track:4R59wt5nnhYo88PIu3cUIt,https://api.spotify.com/v1/tracks/4R59wt5nnhYo88PIu3cUIt,https://api.spotify.com/v1/audio-analysis/4R59wt5nnhYo88PIu3cUIt,248160,4
402,Woodkid,0.506,0.959,5,-5.264,0,0.102,0.084,0.000655,0.135,0.34,133.996,audio_features,0boS4e6uXwp3zAvz1mLxZS,spotify:track:0boS4e6uXwp3zAvz1mLxZS,https://api.spotify.com/v1/tracks/0boS4e6uXwp3zAvz1mLxZS,https://api.spotify.com/v1/audio-analysis/0boS4e6uXwp3zAvz1mLxZS,213267,4
403,Christian Kjellvander,0.615,0.5,10,-11.889,1,0.0394,0.0716,0.000512,0.0878,0.0975,106.875,audio_features,3K45SHPIqBcadEOqWNThgA,spotify:track:3K45SHPIqBcadEOqWNThgA,https://api.spotify.com/v1/tracks/3K45SHPIqBcadEOqWNThgA,https://api.spotify.com/v1/audio-analysis/3K45SHPIqBcadEOqWNThgA,268600,4
404,SG Lewis,0.679,0.762,10,-4.253,0,0.0316,0.00469,0.23,0.0446,0.511,105.407,audio_features,0L3XCv9i9IHs8cJEVhsJ3J,spotify:track:0L3XCv9i9IHs8cJEVhsJ3J,https://api.spotify.com/v1/tracks/0L3XCv9i9IHs8cJEVhsJ3J,https://api.spotify.com/v1/audio-analysis/0L3XCv9i9IHs8cJEVhsJ3J,357936,4
405,Imperiet,0.68,0.725,0,-5.819,1,0.117,0.0153,0.0,0.268,0.66,159.914,audio_features,0JjiH1HFEaQmUlLh5iCWu1,spotify:track:0JjiH1HFEaQmUlLh5iCWu1,https://api.spotify.com/v1/tracks/0JjiH1HFEaQmUlLh5iCWu1,https://api.spotify.com/v1/audio-analysis/0JjiH1HFEaQmUlLh5iCWu1,170445,4
406,Jonathan Johansson,0.487,0.258,2,-13.842,1,0.0316,0.785,0.0113,0.0859,0.212,144.049,audio_features,2lWIShFroC58eaaU77tmjA,spotify:track:2lWIShFroC58eaaU77tmjA,https://api.spotify.com/v1/tracks/2lWIShFroC58eaaU77tmjA,https://api.spotify.com/v1/audio-analysis/2lWIShFroC58eaaU77tmjA,255040,4
407,Linnea Henriksson,0.572,0.695,0,-4.086,1,0.0515,0.117,3.19e-06,0.0503,0.44,97.965,audio_features,61o5tmzK4TdftIGykP7stT,spotify:track:61o5tmzK4TdftIGykP7stT,https://api.spotify.com/v1/tracks/61o5tmzK4TdftIGykP7stT,https://api.spotify.com/v1/audio-analysis/61o5tmzK4TdftIGykP7stT,200467,4
408,The Lemon Pipers,0.509,0.627,7,-7.392,1,0.0284,0.321,0.00254,0.24,0.423,111.006,audio_features,240FNg8tSGXr9OGswVMuO6,spotify:track:240FNg8tSGXr9OGswVMuO6,https://api.spotify.com/v1/tracks/240FNg8tSGXr9OGswVMuO6,https://api.spotify.com/v1/audio-analysis/240FNg8tSGXr9OGswVMuO6,146427,4
409,Emeli Sandé,0.63,0.44,2,-7.186,1,0.0249,0.822,3.87e-06,0.0926,0.343,98.082,audio_features,30BsewEJZPxfuLNAlZPFje,spotify:track:30BsewEJZPxfuLNAlZPFje,https://api.spotify.com/v1/tracks/30BsewEJZPxfuLNAlZPFje,https://api.spotify.com/v1/audio-analysis/30BsewEJZPxfuLNAlZPFje,283707,4
410,Hemliga Klubben,0.675,0.182,1,-11.269,1,0.0355,0.569,0.0,0.101,0.575,88.027,audio_features,1wtBFPSMi5Qsjrtp5saD8w,spotify:track:1wtBFPSMi5Qsjrtp5saD8w,https://api.spotify.com/v1/tracks/1wtBFPSMi5Qsjrtp5saD8w,https://api.spotify.com/v1/audio-analysis/1wtBFPSMi5Qsjrtp5saD8w,123068,4
411,Michael Kiwanuka,0.629,0.58,7,-6.208,0,0.0278,0.357,0.000353,0.436,0.655,110.264,audio_features,7KX65PC1UZuImsUInThbav,spotify:track:7KX65PC1UZuImsUInThbav,https://api.spotify.com/v1/tracks/7KX65PC1UZuImsUInThbav,https://api.spotify.com/v1/audio-analysis/7KX65PC1UZuImsUInThbav,210300,4
412,Matt Corby,0.59,0.754,2,-4.705,1,0.0402,0.215,2.05e-05,0.109,0.371,99.937,audio_features,5DG2SWW7kPgYqOY0Ex5Ssj,spotify:track:5DG2SWW7kPgYqOY0Ex5Ssj,https://api.spotify.com/v1/tracks/5DG2SWW7kPgYqOY0Ex5Ssj,https://api.spotify.com/v1/audio-analysis/5DG2SWW7kPgYqOY0Ex5Ssj,253521,4
413,Kings of Leon,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,audio_features,0ntQJM78wzOLVeCUAW7Y45,spotify:track:0ntQJM78wzOLVeCUAW7Y45,https://api.spotify.com/v1/tracks/0ntQJM78wzOLVeCUAW7Y45,https://api.spotify.com/v1/audio-analysis/0ntQJM78wzOLVeCUAW7Y45,203347,4
414,Chance Thomas,0.278,0.388,0,-12.841,1,0.0371,0.526,0.872,0.0769,0.451,187.243,audio_features,7g06UMTFv5CX26d5Cz6TkX,spotify:track:7g06UMTFv5CX26d5Cz6TkX,https://api.spotify.com/v1/tracks/7g06UMTFv5CX26d5Cz6TkX,https://api.spotify.com/v1/audio-analysis/7g06UMTFv5CX26d5Cz6TkX,96223,3
415,Shinedown,0.497,0.899,2,-3.995,1,0.0308,0.000143,5.62e-05,0.377,0.514,141.99,audio_features,5glQ2KQjO3HZCh7TDyegvm,spotify:track:5glQ2KQjO3HZCh7TDyegvm,https://api.spotify.com/v1/tracks/5glQ2KQjO3HZCh7TDyegvm,https://api.spotify.com/v1/audio-analysis/5glQ2KQjO3HZCh7TDyegvm,218991,3
