,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
487,Ben Howard,0.545,0.485,8,-9.941,1,0.151,0.3,0.00137,0.119,0.341,80.401,audio_features,2uhEKg8kIzpdvz4gyy6x8W,spotify:track:2uhEKg8kIzpdvz4gyy6x8W,https://api.spotify.com/v1/tracks/2uhEKg8kIzpdvz4gyy6x8W,https://api.spotify.com/v1/audio-analysis/2uhEKg8kIzpdvz4gyy6x8W,249173,4
488,Karin Park,0.53,0.837,7,-3.369,0,0.081,0.0755,0.0,0.46,0.289,127.994,audio_features,2CdAGsr6zGuPA9gy1JzJWd,spotify:track:2CdAGsr6zGuPA9gy1JzJWd,https://api.spotify.com/v1/tracks/2CdAGsr6zGuPA9gy1JzJWd,https://api.spotify.com/v1/audio-analysis/2CdAGsr6zGuPA9gy1JzJWd,188941,4
489,Courtney Barnett,0.443,0.737,0,-4.509,1,0.0293,0.00149,0.0032,0.121,0.746,115.277,audio_features,6b6XeGBvvFEde9uSUTzDpo,spotify:track:6b6XeGBvvFEde9uSUTzDpo,https://api.spotify.com/v1/tracks/6b6XeGBvvFEde9uSUTzDpo,https://api.spotify.com/v1/audio-analysis/6b6XeGBvvFEde9uSUTzDpo,312227,4
490,Glen Hansard,0.34,0.209,0,-11.869,1,0.0279,0.679,0.000443,0.101,0.151,137.042,audio_features,6EIVLz5xM1xE29r0OmIkWt,spotify:track:6EIVLz5xM1xE29r0OmIkWt,https://api.spotify.com/v1/tracks/6EIVLz5xM1xE29r0OmIkWt,https://api.spotify.com/v1/audio-analysis/6EIVLz5xM1xE29r0OmIkWt,244133,4
491,Seinabo Sey,0.577,0.584,8,-8.583,1,0.0835,0.672,0.000271,0.253,0.61,93.954,audio_features,0GfPbAHD69YgJUQVwMTrtS,spotify:track:0GfPbAHD69YgJUQVwMTrtS,https://api.spotify.com/v1/tracks/0GfPbAHD69YgJUQVwMTrtS,https://api.spotify.com/v1/audio-analysis/0GfPbAHD69YgJUQVwMTrtS,200437,4
492,The Crystals,0.535,0.797,3,-7.533,1,0.0459,0.48,3.42e-05,0.141,0.613,148.835,audio_features,0fonScmHUzC0MglSLn9saA,spotify:track:0fonScmHUzC0MglSLn9saA,https://api.spotify.com/v1/tracks/0fonScmHUzC0MglSLn9saA,https://api.spotify.com/v1/audio-analysis/0fonScmHUzC0MglSLn9saA,140120,4
493,The Magnolia,0.432,0.463,9,-5.003,1,0.0361,0.892,0.00296,0.0965,0.429,173.212,audio_features,1v5OYqOzHSQabCjBHkDRYh,spotify:track:1v5OYqOzHSQabCjBHkDRYh,https://api.spotify.com/v1/tracks/1v5OYqOzHSQabCjBHkDRYh,https://api.spotify.com/v1/audio-analysis/1v5OYqOzHSQabCjBHkDRYh,253851,3
494,Charlie Puth,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,audio_features,0mBP9X2gPCuapvpZ7TGDk3,spotify:track:0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/tracks/0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/audio-analysis/0mBP9X2gPCuapvpZ7TGDk3,154487,4
495,Simon Norrsveden,0.457,0.872,7,-6.538,1,0.0326,0.00183,0.00356,0.42,0.956,165.17,audio_features,53RVB4CYzZGHpa46w97WZ0,spotify:track:53RVB4CYzZGHpa46w97WZ0,https://api.spotify.com/v1/tracks/53RVB4CYzZGHpa46w97WZ0,https://api.spotify.com/v1/audio-analysis/53RVB4CYzZGHpa46w97WZ0,192693,4
496,Alpis,0.603,0.516,11,-6.41,1,0.111,0.49,0.0,0.141,0.471,185.716,audio_features,7JNRkwYeUOirtIFXALhL7o,spotify:track:7JNRkwYeUOirtIFXALhL7o,https://api.spotify.com/v1/tracks/7JNRkwYeUOirtIFXALhL7o,https://api.spotify.com/v1/audio-analysis/7JNRkwYeUOirtIFXALhL7o,201812,3
497,Anna Bergendahl,0.565,0.696,1,-5.939,0,0.0327,0.00858,0.0,0.126,0.538,115.985,audio_features,5X72zZ8sbbYXXEARdbZpgG,spotify:track:5X72zZ8sbbYXXEARdbZpgG,https://api.spotify.com/v1/tracks/5X72zZ8sbbYXXEARdbZpgG,https://api.spotify.com/v1/audio-analysis/5X72zZ8sbbYXXEARdbZpgG,180027,4
498,Frida Andersson,0.499,0.584,5,-7.965,1,0.0423,0.409,0.0,0.402,0.738,185.858,audio_features,7bJAwaCxM1DYdd6IicElFz,spotify:track:7bJAwaCxM1DYdd6IicElFz,https://api.spotify.com/v1/tracks/7bJAwaCxM1DYdd6IicElFz,https://api.spotify.com/v1/audio-analysis/7bJAwaCxM1DYdd6IicElFz,180175,4
499,Tom Walker,0.502,0.65,1,-4.27,1,0.0531,0.366,0.0,0.0956,0.392,159.78,audio_features,3cMAS9DjZHrAnKvPrTIw7Z,spotify:track:3cMAS9DjZHrAnKvPrTIw7Z,https://api.spotify.com/v1/tracks/3cMAS9DjZHrAnKvPrTIw7Z,https://api.spotify.com/v1/audio-analysis/3cMAS9DjZHrAnKvPrTIw7Z,153027,4
500,Zac Brown Band,0.566,0.713,6,-4.25,1,0.0418,0.645,0.0,0.114,0.805,169.861,audio_features,0LQtEJt7x0s6knb6RKdRYc,spotify:track:0LQtEJt7x0s6knb6RKdRYc,https://api.spotify.com/v1/tracks/0LQtEJt7x0s6knb6RKdRYc,https://api.spotify.com/v1/audio-analysis/0LQtEJt7x0s6knb6RKdRYc,238147,4
501,Madeleine Peyroux,0.658,0.22,8,-14.99,1,0.0335,0.9,0.401,0.118,0.228,99.689,audio_features,4mp28AMgYCgrkfJMSYtl3C,spotify:track:4mp28AMgYCgrkfJMSYtl3C,https://api.spotify.com/v1/tracks/4mp28AMgYCgrkfJMSYtl3C,https://api.spotify.com/v1/audio-analysis/4mp28AMgYCgrkfJMSYtl3C,234107,4
502,The Dandy Warhols,0.584,0.931,9,-6.158,1,0.0344,0.00315,0.772,0.133,0.694,131.275,audio_features,0yEhNqCwEfy8LHUmnZoHpP,spotify:track:0yEhNqCwEfy8LHUmnZoHpP,https://api.spotify.com/v1/tracks/0yEhNqCwEfy8LHUmnZoHpP,https://api.spotify.com/v1/audio-analysis/0yEhNqCwEfy8LHUmnZoHpP,211707,4
503,Alex Clare,0.588,0.694,11,-4.278,0,0.0387,0.00948,0.0,0.113,0.271,126.027,audio_features,4VySpxhRGy32u5zPCprzDn,spotify:track:4VySpxhRGy32u5zPCprzDn,https://api.spotify.com/v1/tracks/4VySpxhRGy32u5zPCprzDn,https://api.spotify.com/v1/audio-analysis/4VySpxhRGy32u5zPCprzDn,256613,4
504,Grymlings,0.708,0.783,7,-5.046,1,0.0267,0.0193,1.04e-06,0.0773,0.651,126.629,audio_features,4jtkL568p5AjSVxIhx6Oml,spotify:track:4jtkL568p5AjSVxIhx6Oml,https://api.spotify.com/v1/tracks/4jtkL568p5AjSVxIhx6Oml,https://api.spotify.com/v1/audio-analysis/4jtkL568p5AjSVxIhx6Oml,251853,4
505,David Guetta,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,audio_features,1WCEAGGRD066z2Q89ObXTq,spotify:track:1WCEAGGRD066z2Q89ObXTq,https://api.spotify.com/v1/tracks/1WCEAGGRD066z2Q89ObXTq,https://api.spotify.com/v1/audio-analysis/1WCEAGGRD066z2Q89ObXTq,169756,4
506,The Strokes,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,audio_features,5ruzrDWcT0vuJIOMW7gMnW,spotify:track:5ruzrDWcT0vuJIOMW7gMnW,https://api.spotify.com/v1/tracks/5ruzrDWcT0vuJIOMW7gMnW,https://api.spotify.com/v1/audio-analysis/5ruzrDWcT0vuJIOMW7gMnW,309053,4
507,Bad Cash Quartet,0.344,0.933,3,-3.517,1,0.0737,0.00095,1.25e-05,0.089,0.514,128.51,audio_features,7LsyBtoX162ubZU64GB0oi,spotify:track:7LsyBtoX162ubZU64GB0oi,https://api.spotify.com/v1/tracks/7LsyBtoX162ubZU64GB0oi,https://api.spotify.com/v1/audio-analysis/7LsyBtoX162ubZU64GB0oi,151933,4
508,Oasis,0.375,0.893,2,-4.097,1,0.0406,0.000509,0.0,0.187,0.434,174.323,audio_features,7ygpwy2qP3NbrxVkHvUhXY,spotify:track:7ygpwy2qP3NbrxVkHvUhXY,https://api.spotify.com/v1/tracks/7ygpwy2qP3NbrxVkHvUhXY,https://api.spotify.com/v1/audio-analysis/7ygpwy2qP3NbrxVkHvUhXY,258773,4
509,Clean Bandit,0.761,0.739,6,-3.591,1,0.0369,0.178,3.35e-06,0.23,0.656,118.997,audio_features,79wbJeLkXOlJh4AzaWCWfL,spotify:track:79wbJeLkXOlJh4AzaWCWfL,https://api.spotify.com/v1/tracks/79wbJeLkXOlJh4AzaWCWfL,https://api.spotify.com/v1/audio-analysis/79wbJeLkXOlJh4AzaWCWfL,213436,4
510,Vintage Trouble,0.649,0.944,2,-4.518,1,0.0485,0.0158,4.41e-05,0.161,0.489,126.059,audio_features,47aeY6IupdZAkLVoe5atUB,spotify:track:47aeY6IupdZAkLVoe5atUB,https://api.spotify.com/v1/tracks/47aeY6IupdZAkLVoe5atUB,https://api.spotify.com/v1/audio-analysis/47aeY6IupdZAkLVoe5atUB,219745,4
511,Daniel Norgren,0.508,0.101,11,-15.051,1,0.0313,0.846,0.000801,0.0919,0.171,111.58,audio_features,72ekaAHOCACTFM9C5DQ9uw,spotify:track:72ekaAHOCACTFM9C5DQ9uw,https://api.spotify.com/v1/tracks/72ekaAHOCACTFM9C5DQ9uw,https://api.spotify.com/v1/audio-analysis/72ekaAHOCACTFM9C5DQ9uw,204840,4
512,AJR,0.68,0.697,5,-7.01,1,0.0484,0.121,0.0,0.661,0.684,116.033,audio_features,68EkhVWIeULhHxcbi1QhzK,spotify:track:68EkhVWIeULhHxcbi1QhzK,https://api.spotify.com/v1/tracks/68EkhVWIeULhHxcbi1QhzK,https://api.spotify.com/v1/audio-analysis/68EkhVWIeULhHxcbi1QhzK,180747,4
513,Mando Diao,0.441,0.511,4,-7.697,1,0.0278,0.109,3.66e-05,0.297,0.431,80.676,audio_features,7KOegFQMd13ETQry4A6Tu1,spotify:track:7KOegFQMd13ETQry4A6Tu1,https://api.spotify.com/v1/tracks/7KOegFQMd13ETQry4A6Tu1,https://api.spotify.com/v1/audio-analysis/7KOegFQMd13ETQry4A6Tu1,249573,4
514,Yael Naim,0.582,0.371,0,-8.519,1,0.0525,0.748,9.19e-05,0.122,0.604,200.085,audio_features,09nEPqqMCJ5gNioi7M2dth,spotify:track:09nEPqqMCJ5gNioi7M2dth,https://api.spotify.com/v1/tracks/09nEPqqMCJ5gNioi7M2dth,https://api.spotify.com/v1/audio-analysis/09nEPqqMCJ5gNioi7M2dth,225106,4
515,The All-American Rejects,0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008,audio_features,5gb9UJkh8TfrNMRYOJNbew,spotify:track:5gb9UJkh8TfrNMRYOJNbew,https://api.spotify.com/v1/tracks/5gb9UJkh8TfrNMRYOJNbew,https://api.spotify.com/v1/audio-analysis/5gb9UJkh8TfrNMRYOJNbew,213107,4
516,Daniel Lemma,0.69,0.404,11,-8.901,1,0.157,0.635,0.00832,0.112,0.684,91.334,audio_features,6OaYyjVlTuknHNGgheG73j,spotify:track:6OaYyjVlTuknHNGgheG73j,https://api.spotify.com/v1/tracks/6OaYyjVlTuknHNGgheG73j,https://api.spotify.com/v1/audio-analysis/6OaYyjVlTuknHNGgheG73j,234626,4
517,Macklemore,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,audio_features,3bidbhpOYeV4knp8AIu8Xn,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,258343,4
518,Skizzy Mars,0.696,0.729,1,-3.779,0,0.0485,0.046,0.0,0.178,0.555,173.954,audio_features,7gNRYLOwgmzMEpgXARSnX9,spotify:track:7gNRYLOwgmzMEpgXARSnX9,https://api.spotify.com/v1/tracks/7gNRYLOwgmzMEpgXARSnX9,https://api.spotify.com/v1/audio-analysis/7gNRYLOwgmzMEpgXARSnX9,171034,4
519,Blanche,0.785,0.722,4,-6.04,0,0.085,0.576,2.79e-06,0.281,0.57,127.994,audio_features,6t1Jgqqq3FpXFkRXX4rvkV,spotify:track:6t1Jgqqq3FpXFkRXX4rvkV,https://api.spotify.com/v1/tracks/6t1Jgqqq3FpXFkRXX4rvkV,https://api.spotify.com/v1/audio-analysis/6t1Jgqqq3FpXFkRXX4rvkV,193453,4
520,Annika Norlin,0.552,0.245,9,-14.113,1,0.0347,0.914,0.0282,0.116,0.394,110.169,audio_features,0wOAH2GEYX1mCGObVou7dL,spotify:track:0wOAH2GEYX1mCGObVou7dL,https://api.spotify.com/v1/tracks/0wOAH2GEYX1mCGObVou7dL,https://api.spotify.com/v1/audio-analysis/0wOAH2GEYX1mCGObVou7dL,194573,4
521,Sampha,0.514,0.779,10,-4.365,0,0.344,0.181,0.0,0.099,0.517,152.869,audio_features,28qA8y1sz0FTuSapsCxNOG,spotify:track:28qA8y1sz0FTuSapsCxNOG,https://api.spotify.com/v1/tracks/28qA8y1sz0FTuSapsCxNOG,https://api.spotify.com/v1/audio-analysis/28qA8y1sz0FTuSapsCxNOG,222497,4
522,Sting,0.549,0.887,5,-1.823,1,0.0443,0.00241,0.0,0.167,0.507,124.048,audio_features,2e6fLGJIJrEAbFx5q7566u,spotify:track:2e6fLGJIJrEAbFx5q7566u,https://api.spotify.com/v1/tracks/2e6fLGJIJrEAbFx5q7566u,https://api.spotify.com/v1/audio-analysis/2e6fLGJIJrEAbFx5q7566u,180187,4
523,Murray Gold,0.377,0.383,2,-11.571,0,0.0418,0.927,0.956,0.134,0.173,84.956,audio_features,1gDJQKYYyQvGjCvvWwSXi5,spotify:track:1gDJQKYYyQvGjCvvWwSXi5,https://api.spotify.com/v1/tracks/1gDJQKYYyQvGjCvvWwSXi5,https://api.spotify.com/v1/audio-analysis/1gDJQKYYyQvGjCvvWwSXi5,244145,4
524,James TW,0.681,0.453,7,-6.09,1,0.0278,0.263,0.0,0.0543,0.348,125.772,audio_features,0TXNKTzawI6VgLoA9UauRp,spotify:track:0TXNKTzawI6VgLoA9UauRp,https://api.spotify.com/v1/tracks/0TXNKTzawI6VgLoA9UauRp,https://api.spotify.com/v1/audio-analysis/0TXNKTzawI6VgLoA9UauRp,216560,4
525,Phoenix,0.42,0.723,10,-6.86,0,0.175,0.0638,1.17e-05,0.123,0.288,167.806,audio_features,6zAiRKvAMlXHxEtyO4yxIO,spotify:track:6zAiRKvAMlXHxEtyO4yxIO,https://api.spotify.com/v1/tracks/6zAiRKvAMlXHxEtyO4yxIO,https://api.spotify.com/v1/audio-analysis/6zAiRKvAMlXHxEtyO4yxIO,197634,4
526,Karl-Magnus Fredriksson,0.248,0.0141,9,-24.847,1,0.0444,0.95,0.689,0.0795,0.0659,95.463,audio_features,6tugaiZN5oMZyoYBoegkmU,spotify:track:6tugaiZN5oMZyoYBoegkmU,https://api.spotify.com/v1/tracks/6tugaiZN5oMZyoYBoegkmU,https://api.spotify.com/v1/audio-analysis/6tugaiZN5oMZyoYBoegkmU,157350,3
527,Jedi Mind Tricks,0.358,0.94,7,-4.274,0,0.164,0.0217,0.00779,0.0851,0.497,90.233,audio_features,6Z9syPcYlnUvpMgmjQydIG,spotify:track:6Z9syPcYlnUvpMgmjQydIG,https://api.spotify.com/v1/tracks/6Z9syPcYlnUvpMgmjQydIG,https://api.spotify.com/v1/audio-analysis/6Z9syPcYlnUvpMgmjQydIG,218293,4
528,Nick Mulvey,0.358,0.546,0,-8.927,0,0.0296,0.795,0.0586,0.111,0.264,106.489,audio_features,1QJnDJuYOGj05iSc4eWGr5,spotify:track:1QJnDJuYOGj05iSc4eWGr5,https://api.spotify.com/v1/tracks/1QJnDJuYOGj05iSc4eWGr5,https://api.spotify.com/v1/audio-analysis/1QJnDJuYOGj05iSc4eWGr5,252960,3
529,Daft Punk,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,audio_features,2Foc5Q5nqNiosCNqttzHof,spotify:track:2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/tracks/2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/audio-analysis/2Foc5Q5nqNiosCNqttzHof,248413,4
530,Alma Lindström,0.261,0.239,7,-12.061,1,0.0381,0.51,0.00104,0.111,0.227,171.747,audio_features,5pAKuAvdZRRbRPQi7nJXG0,spotify:track:5pAKuAvdZRRbRPQi7nJXG0,https://api.spotify.com/v1/tracks/5pAKuAvdZRRbRPQi7nJXG0,https://api.spotify.com/v1/audio-analysis/5pAKuAvdZRRbRPQi7nJXG0,183480,4
531,Sarah Dawn Finer,0.287,0.147,7,-13.096,1,0.0349,0.936,0.0,0.161,0.36,143.284,audio_features,0BpNF9WORyHveiUQbCGtiR,spotify:track:0BpNF9WORyHveiUQbCGtiR,https://api.spotify.com/v1/tracks/0BpNF9WORyHveiUQbCGtiR,https://api.spotify.com/v1/audio-analysis/0BpNF9WORyHveiUQbCGtiR,267360,3
532,Go Ahead Now,0.772,0.809,2,-5.287,0,0.0929,0.208,0.00188,0.0824,0.414,120.001,audio_features,3ZJEF7VgIehAPkJpwZHMP0,spotify:track:3ZJEF7VgIehAPkJpwZHMP0,https://api.spotify.com/v1/tracks/3ZJEF7VgIehAPkJpwZHMP0,https://api.spotify.com/v1/audio-analysis/3ZJEF7VgIehAPkJpwZHMP0,152990,4
533,Logic,0.8,0.557,0,-7.963,0,0.116,0.0767,0.0,0.343,0.96,149.943,audio_features,79TYQWUKvvmLLIclZQz7fd,spotify:track:79TYQWUKvvmLLIclZQz7fd,https://api.spotify.com/v1/tracks/79TYQWUKvvmLLIclZQz7fd,https://api.spotify.com/v1/audio-analysis/79TYQWUKvvmLLIclZQz7fd,201067,4
534,Ruth B.,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,audio_features,2eAvDnpXP5W0cVtiI0PUxV,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/tracks/2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/audio-analysis/2eAvDnpXP5W0cVtiI0PUxV,233720,3
535,Smith & Thell,0.595,0.786,2,-6.438,1,0.0326,0.0379,0.0,0.162,0.507,125.961,audio_features,5pD2dFb3ksZnT0A5uW9qsX,spotify:track:5pD2dFb3ksZnT0A5uW9qsX,https://api.spotify.com/v1/tracks/5pD2dFb3ksZnT0A5uW9qsX,https://api.spotify.com/v1/audio-analysis/5pD2dFb3ksZnT0A5uW9qsX,203538,4
536,Sven-Bertil Taube,0.443,0.18,9,-16.684,0,0.0356,0.867,0.57,0.342,0.192,115.618,audio_features,6cFtFZDbBmKedqwoFCAYv3,spotify:track:6cFtFZDbBmKedqwoFCAYv3,https://api.spotify.com/v1/tracks/6cFtFZDbBmKedqwoFCAYv3,https://api.spotify.com/v1/audio-analysis/6cFtFZDbBmKedqwoFCAYv3,197827,3
537,The 1975,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,audio_features,4m0q0xQ2BNl9SCAGKyfiGZ,spotify:track:4m0q0xQ2BNl9SCAGKyfiGZ,https://api.spotify.com/v1/tracks/4m0q0xQ2BNl9SCAGKyfiGZ,https://api.spotify.com/v1/audio-analysis/4m0q0xQ2BNl9SCAGKyfiGZ,347526,4
538,Galantis,0.701,0.901,5,-4.34,1,0.046,0.018,1.08e-06,0.0665,0.908,121.022,audio_features,5THQw2QDTWwOP1Hj543Rb2,spotify:track:5THQw2QDTWwOP1Hj543Rb2,https://api.spotify.com/v1/tracks/5THQw2QDTWwOP1Hj543Rb2,https://api.spotify.com/v1/audio-analysis/5THQw2QDTWwOP1Hj543Rb2,145808,4
539,Angus & Julia Stone,0.614,0.101,0,-22.159,1,0.0395,0.825,0.0217,0.707,0.155,75.902,audio_features,2GiYPEgOA7hb7sqsEWX8df,spotify:track:2GiYPEgOA7hb7sqsEWX8df,https://api.spotify.com/v1/tracks/2GiYPEgOA7hb7sqsEWX8df,https://api.spotify.com/v1/audio-analysis/2GiYPEgOA7hb7sqsEWX8df,174360,4
540,Simple Minds,0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,audio_features,3fH4KjXFYMmljxrcGrbPj9,spotify:track:3fH4KjXFYMmljxrcGrbPj9,https://api.spotify.com/v1/tracks/3fH4KjXFYMmljxrcGrbPj9,https://api.spotify.com/v1/audio-analysis/3fH4KjXFYMmljxrcGrbPj9,263040,4
541,S.P.O.C.K,0.6,0.903,7,-6.701,0,0.03,0.00137,2.94e-05,0.0901,0.911,147.413,audio_features,62OJeDJyK5E2Z86IbP8QJc,spotify:track:62OJeDJyK5E2Z86IbP8QJc,https://api.spotify.com/v1/tracks/62OJeDJyK5E2Z86IbP8QJc,https://api.spotify.com/v1/audio-analysis/62OJeDJyK5E2Z86IbP8QJc,206061,4
542,Chance the Rapper,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,audio_features,1Ru3lxNbWxiaLMoQadrW1n,spotify:track:1Ru3lxNbWxiaLMoQadrW1n,https://api.spotify.com/v1/tracks/1Ru3lxNbWxiaLMoQadrW1n,https://api.spotify.com/v1/audio-analysis/1Ru3lxNbWxiaLMoQadrW1n,212093,4
543,Dawin,0.866,0.731,6,-5.226,1,0.0407,0.0796,0.0,0.0402,0.765,97.03,audio_features,0mxoXsr14ILAYcXZBMJcOs,spotify:track:0mxoXsr14ILAYcXZBMJcOs,https://api.spotify.com/v1/tracks/0mxoXsr14ILAYcXZBMJcOs,https://api.spotify.com/v1/audio-analysis/0mxoXsr14ILAYcXZBMJcOs,210893,4
544,Fergie,0.708,0.641,7,-4.271,1,0.0335,0.205,0.0,0.0925,0.253,113.082,audio_features,6dgWWAs5yhWPOtvE1zuoQ1,spotify:track:6dgWWAs5yhWPOtvE1zuoQ1,https://api.spotify.com/v1/tracks/6dgWWAs5yhWPOtvE1zuoQ1,https://api.spotify.com/v1/audio-analysis/6dgWWAs5yhWPOtvE1zuoQ1,268120,4
545,The Barr Brothers,0.508,0.652,11,-13.102,1,0.0429,0.813,0.148,0.29,0.746,101.313,audio_features,6W49z468BT75GsO2tCcBtq,spotify:track:6W49z468BT75GsO2tCcBtq,https://api.spotify.com/v1/tracks/6W49z468BT75GsO2tCcBtq,https://api.spotify.com/v1/audio-analysis/6W49z468BT75GsO2tCcBtq,230518,4
546,Patsy Cline,0.471,0.021,10,-24.385,1,0.0366,0.931,1.19e-06,0.103,0.356,107.796,audio_features,3zpj9dvJABiyMrmLCPw6i8,spotify:track:3zpj9dvJABiyMrmLCPw6i8,https://api.spotify.com/v1/tracks/3zpj9dvJABiyMrmLCPw6i8,https://api.spotify.com/v1/audio-analysis/3zpj9dvJABiyMrmLCPw6i8,164573,3
547,Rebecca & Fiona,0.584,0.828,2,-8.775,1,0.0354,0.000145,0.228,0.219,0.293,127.993,audio_features,4p4xKk8VVAaw6YJZyuFfFO,spotify:track:4p4xKk8VVAaw6YJZyuFfFO,https://api.spotify.com/v1/tracks/4p4xKk8VVAaw6YJZyuFfFO,https://api.spotify.com/v1/audio-analysis/4p4xKk8VVAaw6YJZyuFfFO,157467,4
548,Dido,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,audio_features,3UmaczJpikHgJFyBTAJVoz,spotify:track:3UmaczJpikHgJFyBTAJVoz,https://api.spotify.com/v1/tracks/3UmaczJpikHgJFyBTAJVoz,https://api.spotify.com/v1/audio-analysis/3UmaczJpikHgJFyBTAJVoz,404107,4
549,Lupe Fiasco,0.552,0.846,9,-4.912,1,0.342,0.0114,0.0,0.309,0.554,98.56,audio_features,2dxjKgT0li4qBI3QwuN9Ih,spotify:track:2dxjKgT0li4qBI3QwuN9Ih,https://api.spotify.com/v1/tracks/2dxjKgT0li4qBI3QwuN9Ih,https://api.spotify.com/v1/audio-analysis/2dxjKgT0li4qBI3QwuN9Ih,236600,1
550,The Royal Concept,0.6,0.828,1,-5.485,1,0.121,0.00448,0.0,0.168,0.356,130.913,audio_features,1ff4y46qRCsLXROVpOxxTc,spotify:track:1ff4y46qRCsLXROVpOxxTc,https://api.spotify.com/v1/tracks/1ff4y46qRCsLXROVpOxxTc,https://api.spotify.com/v1/audio-analysis/1ff4y46qRCsLXROVpOxxTc,194187,4
551,The Sweet Remains,0.525,0.353,7,-10.985,1,0.0322,0.596,0.0,0.0964,0.241,92.001,audio_features,1JzJFYOlNFISoz28z5t20x,spotify:track:1JzJFYOlNFISoz28z5t20x,https://api.spotify.com/v1/tracks/1JzJFYOlNFISoz28z5t20x,https://api.spotify.com/v1/audio-analysis/1JzJFYOlNFISoz28z5t20x,237747,4
552,Wild Child,0.372,0.857,5,-7.816,0,0.0461,0.0604,9.42e-05,0.187,0.389,146.084,audio_features,3iC3Numiy9P3AkF7iioKmx,spotify:track:3iC3Numiy9P3AkF7iioKmx,https://api.spotify.com/v1/tracks/3iC3Numiy9P3AkF7iioKmx,https://api.spotify.com/v1/audio-analysis/3iC3Numiy9P3AkF7iioKmx,312400,4
553,Bruce Springsteen,0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,audio_features,7FwBtcecmlpc1sLySPXeGE,spotify:track:7FwBtcecmlpc1sLySPXeGE,https://api.spotify.com/v1/tracks/7FwBtcecmlpc1sLySPXeGE,https://api.spotify.com/v1/audio-analysis/7FwBtcecmlpc1sLySPXeGE,241307,4
554,Noah And The Whale,0.804,0.552,0,-7.108,1,0.113,0.4,0.0,0.1,0.748,121.996,audio_features,12je8giC2S9smUHJ81tpiL,spotify:track:12je8giC2S9smUHJ81tpiL,https://api.spotify.com/v1/tracks/12je8giC2S9smUHJ81tpiL,https://api.spotify.com/v1/audio-analysis/12je8giC2S9smUHJ81tpiL,214933,4
555,From Kid,0.759,0.429,5,-8.423,1,0.0307,0.227,0.00243,0.237,0.445,122.951,audio_features,1Id6rKNlt1f0EPEx52yMPy,spotify:track:1Id6rKNlt1f0EPEx52yMPy,https://api.spotify.com/v1/tracks/1Id6rKNlt1f0EPEx52yMPy,https://api.spotify.com/v1/audio-analysis/1Id6rKNlt1f0EPEx52yMPy,201712,4
556,Uno Svenningsson,0.565,0.913,2,-3.618,1,0.0328,0.0363,4.31e-05,0.372,0.478,119.995,audio_features,3i1bPoDO6HieDmE7RFtdfJ,spotify:track:3i1bPoDO6HieDmE7RFtdfJ,https://api.spotify.com/v1/tracks/3i1bPoDO6HieDmE7RFtdfJ,https://api.spotify.com/v1/audio-analysis/3i1bPoDO6HieDmE7RFtdfJ,239613,4
557,Archive,0.85,0.344,3,-14.533,0,0.23,0.521,0.000555,0.0714,0.62,141.017,audio_features,4eMgMjFftsQfx5RzXtGKC9,spotify:track:4eMgMjFftsQfx5RzXtGKC9,https://api.spotify.com/v1/tracks/4eMgMjFftsQfx5RzXtGKC9,https://api.spotify.com/v1/audio-analysis/4eMgMjFftsQfx5RzXtGKC9,122553,4
558,Little Simz,0.436,0.655,7,-8.153,1,0.159,0.425,0.0,0.393,0.523,139.712,audio_features,3A0ITFj6kbb9CggwtPe55f,spotify:track:3A0ITFj6kbb9CggwtPe55f,https://api.spotify.com/v1/tracks/3A0ITFj6kbb9CggwtPe55f,https://api.spotify.com/v1/audio-analysis/3A0ITFj6kbb9CggwtPe55f,154749,4
